Steps,Weight (kg),Sleep Duration (hours),Calories Burned,Water Intake (L),Health Status
8687,83.3,6,2155,1.3,Unhealthy
8313,82.7,5.7,1895,2.8,Unhealthy
8581,83.2,8.1,2027,1.4,Unhealthy
8230,82.6,7,2424,1.3,Unhealthy
8803,83.1,8.6,2273,2.7,Unhealthy
8445,82.5,6.6,2284,2.6,Unhealthy
8349,83.2,6.5,2262,2.6,Unhealthy
8830,82.5,5.3,2012,2.4,Unhealthy
9019,83.2,4.4,2137,2.9,Unhealthy
8735,82.8,8.4,2362,1.4,Unhealthy
8187,83.5,5.8,2199,1.7,Unhealthy
9105,83.1,7.1,2363,2.8,Unhealthy
9062,82.8,6.3,2045,2.4,Unhealthy
8660,82.5,6.4,1945,2,Unhealthy
9117,82.7,6.2,2420,1.3,Unhealthy
8729,83.5,4.3,2232,1,Unhealthy
8492,83.1,7.2,1919,2.7,Unhealthy
8253,82.7,8.9,2065,2.2,Unhealthy
8310,83,7.8,2465,2.8,Unhealthy
8417,83.2,4,2242,2.6,Unhealthy
8944,82.8,4.7,2002,1.7,Unhealthy
8741,82.6,5.8,1931,2,Unhealthy
9031,83.3,6.9,2197,2.5,Unhealthy
8479,82.6,8.9,2264,2.9,Unhealthy
8224,82.9,4.5,2146,2.8,Unhealthy
8543,83.3,4.3,2180,1.6,Unhealthy
9006,82.7,7.1,1888,2.2,Unhealthy
8844,82.8,5.8,2164,2,Unhealthy
8217,82.8,5.8,2055,1.1,Unhealthy
8916,83.2,4.8,1887,1.4,Unhealthy
8988,82.7,5.3,2081,2.3,Unhealthy
8340,83.1,7.4,1978,2.7,Unhealthy
9109,82.6,5.4,2323,1.5,Unhealthy
8742,82.9,5.7,2043,1.5,Unhealthy
8260,82.8,6.9,2113,1.3,Unhealthy
8166,83.2,8.7,2193,1.1,Unhealthy
9001,83.1,4.6,1978,1.1,Unhealthy
8301,83,8.2,2123,1.9,Unhealthy
8940,83.4,6.8,2247,2.9,Unhealthy
8596,83.3,7.4,1996,1.4,Unhealthy
8684,83.5,6.5,2059,1.7,Unhealthy
9140,82.9,9,2336,1.9,Unhealthy
9109,83.3,4.3,1896,2.2,Unhealthy
8811,82.6,7.9,2347,3,Unhealthy
8894,82.7,4.8,2072,2.5,Unhealthy
8893,82.7,7.8,2374,2.1,Unhealthy
8213,82.6,6.3,2270,2,Unhealthy
8989,83.4,4.6,2144,1.2,Unhealthy
8988,83,8.9,2016,1.4,Unhealthy
8693,82.9,7.7,2327,2.9,Unhealthy
8371,83.4,8.9,1909,1.6,Unhealthy
8502,83.3,4.9,2279,2.8,Unhealthy
8466,83.4,7.9,2183,2.5,Unhealthy
9069,83.5,7.2,2224,2.5,Unhealthy
9073,83.3,6.7,2174,2.8,Unhealthy
8543,83,7.5,2221,2.8,Unhealthy
9106,83.2,4.9,2157,1.9,Unhealthy
8718,83.2,5.2,2310,1.1,Unhealthy
8788,83.3,7.8,2149,2.1,Unhealthy
8728,82.9,7.1,1886,1.2,Unhealthy
9061,83.1,8.7,2424,1.8,Unhealthy
8766,82.8,6.1,2168,2.5,Unhealthy
8380,83.4,5.1,2157,2.3,Unhealthy
8736,82.6,4.2,2096,2.8,Unhealthy
8282,82.8,7.3,2173,2.2,Unhealthy
8556,83.4,7.7,2341,1.6,Unhealthy
8288,82.9,7.8,1943,1.7,Unhealthy
8499,83.4,7.4,2102,1.3,Unhealthy
9089,83.2,6.6,2428,2,Unhealthy
8514,83.4,6.1,1989,2.8,Unhealthy
8906,82.8,6.3,2134,2.3,Unhealthy
8411,82.8,8.9,2056,1.1,Unhealthy
8469,83,8.2,1881,2.7,Unhealthy
8840,83.4,7.3,2176,1.4,Unhealthy
8348,83.2,7.4,2217,2.2,Unhealthy
9087,83.2,5.7,2051,1.4,Unhealthy
8208,83.2,6.9,2363,2.5,Unhealthy
8255,82.7,8.1,2131,2.1,Unhealthy
8844,83,7.7,2242,1.4,Unhealthy
8607,83.1,7.4,1889,1.2,Unhealthy
8741,82.6,4.6,2135,2.3,Unhealthy
8796,82.8,6.1,2277,2.2,Unhealthy
8899,82.8,6.3,2388,1.4,Unhealthy
8166,83.3,6.8,1918,2.9,Unhealthy
8743,82.7,5.9,2383,3,Unhealthy
8413,82.8,6.6,2274,1.7,Unhealthy
8898,83.4,5.9,2243,1.4,Unhealthy
8720,82.8,7,2369,2.7,Unhealthy
8133,82.5,7,2003,2.4,Unhealthy
8227,83,6.2,2347,1.7,Unhealthy
8185,83,4.9,2405,2,Unhealthy
8968,82.6,7.3,2374,2.5,Unhealthy
8718,83,6.6,2412,2.1,Unhealthy
9112,83,6.8,2419,2.3,Unhealthy
8966,83.2,5.2,2134,2.5,Unhealthy
8568,83.2,5.1,2151,1.5,Unhealthy
8807,82.6,6.5,2166,2.3,Unhealthy
8619,83.1,6.3,2223,2.7,Unhealthy
9077,82.6,6,2036,2.2,Unhealthy
9100,82.7,7.2,2021,2.1,Unhealthy
8213,83.3,5.4,2237,1.1,Unhealthy
8622,83.3,5.7,2368,2.9,Unhealthy
9119,82.6,4.1,2150,2.8,Unhealthy
8149,83.2,7.6,1965,2.4,Unhealthy
8611,82.8,7.5,2104,1.5,Unhealthy
8907,83.2,6.2,2030,2,Unhealthy
8124,82.5,7.2,2157,2.3,Unhealthy
8563,82.5,8.2,1871,2.9,Unhealthy
8184,82.8,7.3,2431,1.7,Unhealthy
9027,83.4,7.8,2347,2.7,Unhealthy
8580,82.7,6.8,1910,1.7,Unhealthy
8368,83,8,2417,1.3,Unhealthy
8337,83.3,4.2,1878,2.1,Unhealthy
8450,83.1,4.7,2431,1.1,Unhealthy
9068,83.3,6.1,2391,2.1,Unhealthy
8485,82.6,8.5,2096,2.6,Unhealthy
8423,82.9,8.1,1936,2.6,Unhealthy
8209,82.9,7.7,2225,2.1,Unhealthy
8865,83.3,8.5,2025,2.1,Unhealthy
9120,83.4,6.9,2203,1.4,Unhealthy
8650,82.6,7.9,1968,1.7,Unhealthy
8840,83.3,5.2,2337,1.4,Unhealthy
8716,82.6,5.7,1855,1.2,Unhealthy
8485,83.2,5,1909,1.5,Unhealthy
9037,82.8,7.4,2133,2.8,Unhealthy
8490,83,7.2,2384,2.7,Unhealthy
8705,83.5,5.3,1865,2.3,Unhealthy
8620,82.7,7.8,1875,2.2,Unhealthy
9092,82.7,7.2,2124,1.6,Unhealthy
8336,83.1,7.8,2167,2.6,Unhealthy
8759,82.9,4.7,2245,1.4,Unhealthy
9094,82.7,7.6,2309,2.2,Unhealthy
9040,83.2,6.2,2361,2.1,Unhealthy
8786,83.1,4,1995,1.1,Unhealthy
9062,82.7,8.7,2388,1.2,Unhealthy
8571,83.5,8.5,2184,1.7,Unhealthy
9065,82.7,6.5,2297,1.3,Unhealthy
9082,82.6,6,1977,2.4,Unhealthy
8787,83.4,5.1,2118,1.2,Unhealthy
8491,83.3,5.6,1953,2.4,Unhealthy
8255,82.9,7.7,2187,1.2,Unhealthy
8400,82.7,6.8,2107,2,Unhealthy
8585,83.1,7,2072,2.4,Unhealthy
8924,83.1,6.1,2034,2.3,Unhealthy
8679,83.2,4.7,2196,1.2,Unhealthy
8198,82.9,4.6,2110,2.3,Unhealthy
8203,82.8,8.7,1868,1.5,Unhealthy
8372,82.6,5.2,2453,3,Unhealthy
8768,83.3,6.9,2077,2.3,Unhealthy
9095,82.5,5.5,2238,1.3,Unhealthy
8972,82.9,5.6,2152,1.7,Unhealthy
8234,83.3,8.4,2006,2.7,Unhealthy
8235,83.1,8.3,2158,1.3,Unhealthy
8731,83.4,7,1949,1.2,Unhealthy
9008,83.3,8.9,2414,1.2,Unhealthy
8945,83.3,5.3,2378,1.1,Unhealthy
8570,82.6,7.2,2416,2.8,Unhealthy
8888,83.1,8.3,1924,1.7,Unhealthy
8578,82.9,5.8,1952,1.7,Unhealthy
8831,82.7,8.7,2191,1.3,Unhealthy
8938,83.2,7.3,1863,2.7,Unhealthy
8747,82.7,5,1939,2.6,Unhealthy
8571,83.1,7.6,2327,1.3,Unhealthy
8679,82.9,6.6,2399,1.5,Unhealthy
8154,82.8,7.5,2039,1,Unhealthy
8480,82.8,4.6,1973,2.4,Unhealthy
8559,83.4,4.3,1981,2.3,Unhealthy
8936,83.1,6.4,2390,2.6,Unhealthy
8496,83,8.7,2159,1.8,Unhealthy
8247,82.7,7.3,2031,2.6,Unhealthy
8512,83.1,7.6,2005,1.7,Unhealthy
8213,83.4,5.5,2182,2.7,Unhealthy
8171,83.3,7.3,2422,2.3,Unhealthy
8246,82.6,5.3,2394,3,Unhealthy
9028,82.9,8,2279,2.1,Unhealthy
8605,83,4.8,2380,2,Unhealthy
8981,83.3,5.5,2249,2,Unhealthy
8658,83.1,4.2,1854,1.7,Unhealthy
8102,82.7,5.1,2027,2.4,Unhealthy
8228,83,7.3,2183,2.7,Unhealthy
8789,82.6,4.4,2116,2.6,Unhealthy
8875,83.1,6.4,1963,2.1,Unhealthy
8288,82.8,8.4,2197,1.4,Unhealthy
8531,82.9,6.3,2251,3,Unhealthy
8863,82.5,6.6,2149,2,Unhealthy
8459,82.7,6.2,2423,1.2,Unhealthy
8630,82.8,5.5,2185,1.5,Unhealthy
9073,83,8.6,2385,2.6,Unhealthy
8396,83.2,8,2086,2.4,Unhealthy
8529,83.4,7.9,2192,1.3,Unhealthy
8405,83.3,7.8,2428,1.2,Unhealthy
8103,83.5,4.1,2195,2.5,Unhealthy
8710,83.1,7.6,2037,2.9,Unhealthy
8493,83,6.3,2278,2.9,Unhealthy
8968,83.2,6.1,2312,1.6,Unhealthy
8676,83.2,4.5,2225,2.2,Unhealthy
8759,82.8,8.5,2193,1.1,Unhealthy
8884,83,6.3,2326,2.6,Unhealthy
8282,82.7,9,2392,3,Unhealthy
8960,83.2,6.7,2390,1.7,Unhealthy
8115,83.5,9,2091,1.8,Unhealthy
8991,82.9,4.3,2356,3,Unhealthy
8583,82.8,8.2,2289,2.4,Unhealthy
8494,82.6,7.5,1948,2.8,Unhealthy
8599,83.2,7.1,2013,2.1,Unhealthy
8734,83.3,6.9,2075,2.9,Unhealthy
8584,83.2,5.3,2298,1.2,Unhealthy
8391,83.4,7.2,2273,1.8,Unhealthy
8642,83.5,5,1929,2.6,Unhealthy
8280,83.3,6.7,2266,2.3,Unhealthy
8271,82.8,7.7,1868,2.2,Unhealthy
8894,82.9,6.3,1886,2,Unhealthy
8543,83,6.9,2301,1.7,Unhealthy
8180,82.6,4.7,2289,2.4,Unhealthy
8740,83.2,7.1,2419,1.2,Unhealthy
8623,82.8,4.5,2040,2.9,Unhealthy
8974,82.6,8.7,2428,1.1,Unhealthy
8822,83.2,8.1,2253,1.6,Unhealthy
8679,83.2,7,2218,2.5,Unhealthy
8782,83.5,8.6,2183,2.3,Unhealthy
8989,82.6,8.3,2291,1.3,Unhealthy
8924,83.3,4,2085,1.2,Unhealthy
8213,83.3,5.5,2037,1.3,Unhealthy
8904,82.9,5.5,2281,1.4,Unhealthy
8694,83.4,5.5,2302,2.7,Unhealthy
8743,83.3,8.7,2303,1.7,Unhealthy
8209,82.9,8.3,2106,2.1,Unhealthy
8942,82.7,7.9,1954,1.7,Unhealthy
8882,82.9,4.7,2440,1.6,Unhealthy
8109,82.6,7.2,2274,2.5,Unhealthy
8853,83.3,7.1,1985,2.5,Unhealthy
8952,83,5.8,2394,1.2,Unhealthy
8799,83.3,6.4,2017,2.3,Unhealthy
8912,83.2,5,1876,2.9,Unhealthy
8949,82.6,6.6,2068,2.6,Unhealthy
8941,82.7,5,1896,2,Unhealthy
9015,83.2,4.9,2027,1.6,Unhealthy
9011,82.8,7.7,2119,2.7,Unhealthy
8768,83.2,6.3,2251,2.7,Unhealthy
8766,83.1,6.3,1950,2.4,Unhealthy
8284,83.5,5.4,2386,1.7,Unhealthy
8284,83.4,7.3,2250,1.9,Unhealthy
8336,82.8,5.5,2294,2.2,Unhealthy
8460,83.1,6.8,2273,1.2,Unhealthy
8308,83.4,7.4,2169,2.1,Unhealthy
8594,82.7,8.2,2281,2.8,Unhealthy
8122,83.2,5.3,2286,1.3,Unhealthy
8246,82.8,6.6,2023,1,Unhealthy
8925,83.1,6.6,2219,2.5,Unhealthy
8899,82.6,5.8,2195,2.9,Unhealthy
8679,83.3,5.2,2004,2.1,Unhealthy
8794,83.2,4.6,2093,2.9,Unhealthy
8496,83,7.6,1951,2.4,Unhealthy
8267,82.9,8.2,1959,1.9,Unhealthy
8664,82.9,4.5,2372,2.1,Unhealthy
8710,83.3,6.9,2335,2.7,Unhealthy
8490,82.8,7.3,2192,1.8,Unhealthy
8961,82.8,8.6,1942,2.6,Unhealthy
8617,83.5,4.1,2198,3,Unhealthy
8822,83.1,6.6,1849,3,Unhealthy
8226,83,8.4,2317,1,Unhealthy
9044,83,5,2320,1.9,Unhealthy
8272,82.5,4.6,2132,1.1,Unhealthy
8892,82.8,7.8,1865,2.8,Unhealthy
9006,82.5,6.9,1907,2.6,Unhealthy
8601,82.7,7.7,2246,2.1,Unhealthy
8766,82.6,4.4,2202,2.8,Unhealthy
8739,82.6,6.4,2095,1.4,Unhealthy
8149,83.2,7.8,2069,2.5,Unhealthy
8463,82.9,8.9,2237,2.7,Unhealthy
8976,82.7,8.1,1888,1.3,Unhealthy
8557,83.3,4.4,2238,2,Unhealthy
8455,83.3,4.9,2174,2,Unhealthy
8435,82.5,9,1868,2.6,Unhealthy
8859,82.9,8.1,2263,2.7,Unhealthy
8502,82.9,6.1,2211,2.5,Unhealthy
8785,83.4,7.5,1991,1,Unhealthy
8801,83.3,8.3,2220,1.9,Unhealthy
9039,83.3,5.2,2096,1.6,Unhealthy
9019,82.9,8.2,1922,1.1,Unhealthy
8477,83.5,5,2312,2.1,Unhealthy
9022,83.2,7,1943,2.3,Unhealthy
8763,82.5,5.8,1869,2.7,Unhealthy
8209,83.1,6.8,1838,2.4,Unhealthy
8710,82.8,4.6,2289,2.8,Unhealthy
8833,82.7,4.7,1969,1.5,Unhealthy
8102,82.5,5.2,2055,1.4,Unhealthy
8535,83.5,6.8,2264,2.4,Unhealthy
8391,83,5.3,1946,1.9,Unhealthy
8362,83.1,6.2,2269,2.9,Unhealthy
8043,83.3,7,2083,2.5,Unhealthy
8976,82.6,4.7,2307,2.7,Unhealthy
8585,82.8,5.2,2267,2.2,Unhealthy
8868,83.5,5.1,2266,1.3,Unhealthy
8486,83,4.2,2436,1.9,Unhealthy
8417,82.9,4.9,1977,2.2,Unhealthy
8167,82.6,5.1,2127,1.6,Unhealthy
8564,83,9,2337,1.6,Unhealthy
8476,83.5,8.8,2147,2.2,Unhealthy
8509,83.5,6.3,1833,2,Unhealthy
8691,82.5,4.5,2422,2.7,Unhealthy
8520,83.3,5.2,1884,1.2,Unhealthy
8418,82.6,4.7,2007,2.9,Unhealthy
8529,83.3,6.9,1864,1.2,Unhealthy
8146,82.8,7,2406,2,Unhealthy
8784,82.6,7.6,2019,2.8,Unhealthy
8496,82.6,5.1,2364,1.5,Unhealthy
8418,82.8,6,1955,1.4,Unhealthy
8325,83.2,8.6,1961,2.9,Unhealthy
8749,83.2,5.7,2422,2.9,Unhealthy
8128,83,8.7,2173,2.8,Unhealthy
8296,83.2,4.7,2243,1.8,Unhealthy
8101,83.3,5,1908,1.5,Unhealthy
8424,82.5,6.2,2391,1.4,Unhealthy
8149,82.7,4,2429,1.4,Unhealthy
8428,82.6,4.8,2144,3,Unhealthy
8489,83.4,4.8,2204,2.2,Unhealthy
8795,82.9,9,2119,3,Unhealthy
8894,83.4,6.6,1962,2,Unhealthy
8651,82.6,8.8,2258,1.4,Unhealthy
8847,83,6.4,2000,2.2,Unhealthy
8362,83.3,4.4,2339,1.8,Unhealthy
8827,82.8,4.3,1980,2,Unhealthy
8256,83.1,4.6,2179,1.2,Unhealthy
8248,82.5,6.3,2212,2.5,Unhealthy
8164,82.7,8.3,2260,1,Unhealthy
8099,83.1,6.1,2255,1.9,Unhealthy
8920,83,4.9,2262,2.2,Unhealthy
8953,83.4,5.5,1895,2.5,Unhealthy
8579,83.1,8,1935,2.2,Unhealthy
8927,82.9,6.1,1951,2.4,Unhealthy
8660,83.5,5.7,2226,2.4,Unhealthy
9004,82.7,8.4,2310,1.8,Unhealthy
8173,83.1,5.7,2412,1.2,Unhealthy
8034,82.7,7.8,2285,2.3,Unhealthy
8900,83.1,6.5,1914,1.4,Unhealthy
8482,82.7,7.1,2388,2.8,Unhealthy
8134,82.7,8,1875,1,Unhealthy
8911,82.7,7.6,2378,1.7,Unhealthy
8764,83.1,6.3,1957,2.7,Unhealthy
8174,83.3,6.7,2217,1.3,Unhealthy
8290,83.3,6.3,2341,1.1,Unhealthy
8846,83.1,6.7,2268,1.3,Unhealthy
8558,82.8,5.1,1998,1.9,Unhealthy
8291,83.3,7.3,1941,1.9,Unhealthy
8642,82.9,4.2,2142,2.4,Unhealthy
8304,82.8,8.1,2099,1.9,Unhealthy
8141,82.6,4.4,2258,2.2,Unhealthy
8437,82.8,6.5,2318,2.7,Unhealthy
8800,83,8.7,2277,3,Unhealthy
8747,82.5,4.9,1898,2,Unhealthy
8932,82.5,4.5,2333,2.1,Unhealthy
8485,82.7,5.6,1992,1.6,Unhealthy
8311,82.8,7.6,1844,1.4,Unhealthy
8851,83.2,7,2025,1.6,Unhealthy
8722,82.9,6.1,2359,2.1,Unhealthy
8183,83.4,7.5,2374,1.4,Unhealthy
8222,83.2,8.2,2411,1.4,Unhealthy
8817,82.6,8.5,2298,2.1,Unhealthy
8892,82.7,8.8,2340,1.3,Unhealthy
8958,83,7.8,1895,2.7,Unhealthy
8997,83,5.3,2059,1.5,Unhealthy
8730,83.5,7.7,1834,1.3,Unhealthy
8160,83.5,8,2209,2.6,Unhealthy
8627,83.4,7.1,2189,2.1,Unhealthy
8111,82.7,7.6,2102,2.5,Unhealthy
8968,83.1,8.5,2345,2.7,Unhealthy
8154,82.7,8.1,1882,2.7,Unhealthy
8879,82.8,5.8,1846,1.4,Unhealthy
8622,82.9,7,2198,2.6,Unhealthy
8153,82.7,7,1897,1.4,Unhealthy
8142,83.2,5.6,2027,2.3,Unhealthy
8785,83,7.5,1843,2.4,Unhealthy
8818,83.2,6.4,1886,3,Unhealthy
8658,82.9,5.4,2052,2.2,Unhealthy
8549,83.2,5.1,2008,2.7,Unhealthy
8302,83.3,4.9,2085,2,Unhealthy
8094,82.9,6.2,2249,1.1,Unhealthy
8752,83,6.4,2205,3,Unhealthy
8886,82.9,6.9,2004,2.7,Unhealthy
8234,82.7,8,2357,1.8,Unhealthy
8246,82.9,7,2007,2,Unhealthy
8000,82.8,6.7,2244,2.8,Unhealthy
8078,83.1,6.2,2384,2.9,Unhealthy
8914,83.1,7,2066,1.4,Unhealthy
8683,83.5,7.1,2210,3,Unhealthy
8421,83.4,6.2,2271,1.9,Unhealthy
8353,82.6,8.4,2115,1.2,Unhealthy
8579,82.7,6.2,2359,1.1,Unhealthy
8580,83.3,6.9,2188,2.7,Unhealthy
8550,83.4,4.4,2045,2.3,Unhealthy
8433,82.9,8.5,2328,2.1,Unhealthy
8212,82.7,6.2,2387,1.5,Unhealthy
8072,83.4,5.1,2344,2.9,Unhealthy
8017,82.6,6.3,1826,2.9,Healthy
8025,83.4,6.2,2153,2.2,Unhealthy
8124,83.2,4.7,1926,1.4,Unhealthy
8543,83.1,8.2,2238,2.9,Unhealthy
8535,83.5,6.7,2005,1.1,Unhealthy
8944,83,8.8,2095,2.7,Unhealthy
8292,82.6,6.7,1993,1.5,Unhealthy
8700,82.6,7.3,1923,2.2,Unhealthy
8024,83,5.8,2131,2.5,Unhealthy
8891,82.7,6.1,2085,1.9,Unhealthy
8130,83.2,8.2,2081,2.9,Unhealthy
8803,83,8.7,2240,2.3,Unhealthy
8420,82.8,7.7,1936,2.9,Unhealthy
8297,82.6,6.9,1825,2.8,Unhealthy
8020,83.2,8.8,1946,1.6,Healthy
8130,83.5,4.3,2192,2.5,Unhealthy
8498,83.2,5.2,2013,2.7,Unhealthy
8544,82.9,7.4,2294,2.5,Unhealthy
8186,82.5,7.5,2066,1.1,Unhealthy
8757,83,7.2,2002,2.8,Unhealthy
8402,83,4.7,2387,2.7,Unhealthy
8106,83,8.8,1892,1.8,Unhealthy
8100,82.8,6.3,2259,3,Unhealthy
8365,83.3,7.9,2382,1.2,Unhealthy
8153,83.5,6.1,2063,1.6,Unhealthy
8263,83.5,5.6,2139,1.3,Unhealthy
8163,83.2,8.4,2408,1.9,Unhealthy
8846,83.1,5,2093,1.9,Unhealthy
8795,82.8,4.7,1872,1.2,Unhealthy
8331,82.8,4.8,1885,1.3,Unhealthy
8125,82.8,6.7,2151,1.5,Unhealthy
8631,83.3,8.1,2113,3,Unhealthy
8898,82.7,5.5,2266,2.7,Unhealthy
8918,83.4,6.8,2345,2,Unhealthy
8916,83.2,6.3,2034,1.6,Unhealthy
8876,83.3,5.8,2233,1.1,Unhealthy
8821,83.4,5.3,1868,1.1,Unhealthy
7989,83.4,6,2169,2.1,Unhealthy
8266,82.8,4.4,2027,1.8,Unhealthy
8697,82.9,5.7,2332,2.8,Unhealthy
8055,82.6,7.3,2369,1.2,Unhealthy
8275,82.8,8.7,2345,2.5,Unhealthy
8462,83.4,6.2,2013,2.9,Unhealthy
8317,83.4,8.3,2015,3,Unhealthy
8655,82.7,7,2118,2.8,Unhealthy
8926,83.4,5.6,2257,2.3,Unhealthy
8881,82.7,7,1973,1.9,Unhealthy
8393,83.5,4.2,2093,2,Unhealthy
8301,82.7,8.2,2246,1.7,Unhealthy
8424,82.7,7.1,1843,2.3,Unhealthy
8415,82.5,4.6,1954,1.2,Unhealthy
8005,83.1,7.8,2160,2.4,Unhealthy
8681,83.2,4,2324,2.4,Unhealthy
8922,82.6,5.9,2241,1.2,Unhealthy
8631,82.7,6.2,2409,1.3,Unhealthy
8398,83.4,4.7,2200,2.8,Unhealthy
8544,82.5,4.6,2139,2,Unhealthy
8207,83.4,5.9,2242,1.7,Unhealthy
8699,82.6,7.7,2361,2,Unhealthy
8348,82.9,6.2,1937,2.3,Unhealthy
8273,82.7,8.1,1965,2.9,Unhealthy
8487,83.2,8,2071,2.7,Unhealthy
8201,82.8,6.3,2378,1.8,Unhealthy
8485,82.7,5.4,1961,2.1,Unhealthy
8905,82.8,8.7,2264,1.9,Unhealthy
8305,83,4.2,2097,1.8,Unhealthy
8332,82.9,5.1,1885,2.6,Unhealthy
8579,83.5,6.3,1960,1.3,Unhealthy
7979,83.1,6.9,1844,1.9,Healthy
8728,82.7,5.4,2272,2,Unhealthy
8772,83.5,8.7,1873,1.2,Unhealthy
8284,82.9,5.2,1973,2,Unhealthy
8781,83.3,8.8,2370,1.1,Unhealthy
8311,83.1,6.8,1904,1.9,Unhealthy
8668,83.4,5.1,2049,2.6,Unhealthy
8014,83,5.1,2274,2.3,Unhealthy
8059,83.2,5.4,2123,2.6,Unhealthy
8494,83,6.2,1866,2.2,Unhealthy
8676,82.8,8,2207,2.6,Unhealthy
8481,83.2,8.6,2256,1.3,Unhealthy
8119,82.8,7.3,1891,2.4,Unhealthy
8912,83.5,8.7,2340,1.6,Unhealthy
8008,82.9,4.3,2028,2.2,Healthy
8753,82.7,8.8,2365,2.9,Unhealthy
8672,83.2,7.9,1867,2.5,Unhealthy
8848,83.4,7.8,2107,2.1,Unhealthy
8381,83,5.7,2130,2.2,Unhealthy
8155,82.7,4.5,2185,2.1,Unhealthy
8313,82.8,5,1930,2.4,Unhealthy
8375,82.8,5,2025,2.7,Unhealthy
8176,83.3,4.5,2247,1.5,Unhealthy
8825,83,4.7,1942,2.8,Unhealthy
8860,82.9,5.2,1973,1.3,Unhealthy
8492,82.6,5.5,2198,2.4,Unhealthy
8412,83.3,6.1,2348,1.9,Unhealthy
8776,82.6,5,2153,1.3,Unhealthy
8021,83.5,6.3,2151,2.1,Unhealthy
8340,83,8.8,2210,1.4,Unhealthy
8391,82.9,4.9,2161,2.5,Unhealthy
8377,82.7,6.9,1956,1.7,Unhealthy
8529,83.5,8.6,1946,2,Unhealthy
8006,83.2,9,1890,2,Healthy
8448,83.3,5,2348,1,Unhealthy
8230,83.2,8.9,2266,1.3,Unhealthy
8123,82.6,5.8,1818,1.1,Unhealthy
8105,82.7,7.6,2207,1.4,Unhealthy
8418,82.6,8.9,1923,1.1,Unhealthy
8859,82.6,8.2,1897,2.9,Unhealthy
8159,83,6.1,1983,2.1,Unhealthy
8532,83.3,7.8,2017,2.8,Unhealthy
8702,83.3,6.9,2198,1.8,Unhealthy
8845,82.7,7,1954,2.5,Unhealthy
8573,83,7.2,1995,2.1,Unhealthy
8071,82.6,4,2151,2,Unhealthy
8294,82.8,4.2,1990,1.7,Unhealthy
8725,82.8,5.8,2088,1.7,Unhealthy
8553,82.6,5.4,2248,1.7,Unhealthy
8731,82.5,7.8,2365,1.3,Unhealthy
8674,82.9,6.8,2163,2.9,Unhealthy
8724,82.6,5.8,2090,1.2,Unhealthy
8216,83.1,5.6,2179,2.3,Unhealthy
8670,83.2,5.5,2082,1.4,Unhealthy
8142,82.9,4.9,2104,2,Unhealthy
8269,82.6,7,2074,2.5,Unhealthy
8586,83.5,4.6,1993,2.7,Unhealthy
8749,82.6,9,2051,2.6,Unhealthy
8193,83.2,7.3,1940,2.6,Unhealthy
8930,83.4,4.9,2211,2.7,Unhealthy
8319,83.2,6.4,1995,1.3,Unhealthy
8638,82.7,5.9,2111,2.9,Unhealthy
8800,82.6,5,1831,2,Unhealthy
8262,83.4,5.1,2072,1.6,Unhealthy
8156,83.1,5.2,2142,3,Unhealthy
8175,82.9,7.9,2409,1.2,Unhealthy
8509,83.1,7.1,2151,2.5,Unhealthy
8313,82.6,8.7,2376,2.9,Unhealthy
8894,83.3,5.7,2284,2.9,Unhealthy
8516,82.5,5.7,2179,2.9,Unhealthy
8690,83.3,6.1,2334,1.9,Unhealthy
8260,82.7,4.8,2221,2.7,Unhealthy
8854,83.4,4.6,2050,1.7,Unhealthy
8404,83.3,8,1945,2,Unhealthy
8451,82.7,4.1,2227,2.6,Unhealthy
8287,83.1,8.2,1908,2,Unhealthy
8702,83.3,8.2,1973,2.7,Unhealthy
8810,82.9,8,1969,1.4,Unhealthy
8822,83.3,7,1946,2.1,Unhealthy
8405,82.8,8.8,2255,1.6,Unhealthy
8064,83.4,5.3,2265,2.9,Unhealthy
8761,82.5,8.4,2066,2.3,Unhealthy
8652,82.5,7.9,2041,2.6,Unhealthy
8641,82.8,4.3,2190,2.5,Unhealthy
8341,82.5,7.2,2046,2.7,Unhealthy
8593,82.9,7.8,1930,2.2,Unhealthy
8054,83.1,4.1,1972,2.5,Unhealthy
8781,83,5.8,2306,1.7,Unhealthy
8275,82.9,6.2,2285,2.1,Unhealthy
8281,82.5,6.8,2369,1.9,Unhealthy
8835,82.5,8.1,2033,2.7,Unhealthy
8554,82.7,5.1,1964,2.4,Unhealthy
8745,83,4.3,2011,2.5,Unhealthy
8267,83.1,7.7,2233,2.7,Unhealthy
8120,83.1,4.9,2181,1.1,Unhealthy
8385,83.4,7.5,2034,1.8,Unhealthy
7929,83.5,7.8,1864,1.2,Healthy
8234,83.3,4.9,2119,1.5,Unhealthy
8106,82.9,4.7,1968,2.3,Unhealthy
8553,82.6,4.2,2072,2.2,Unhealthy
8427,82.9,6,1989,2.1,Unhealthy
8511,83.3,8,2167,2.9,Unhealthy
8610,82.9,5.8,1942,1.4,Unhealthy
8542,83.2,6.8,2281,2.2,Unhealthy
8038,82.9,4.2,1846,1.6,Healthy
8305,83,5.1,2295,1.2,Unhealthy
8294,83.5,5.7,2297,1.2,Unhealthy
8410,82.8,4.8,1848,2.6,Unhealthy
8070,82.8,8.2,2063,2.8,Unhealthy
8083,82.9,8.5,2366,2.4,Unhealthy
8423,83.5,6,1920,2.4,Unhealthy
